epoch,loss,mae,val_loss,val_mae
0,1.7593261003494263,0.7868927717208862,4.30425500869751,1.7838242053985596
1,1.187603235244751,0.5295664668083191,4.109011650085449,1.7084345817565918
2,1.1195753812789917,0.4888439476490021,4.124751091003418,1.7043046951293945
3,1.078323245048523,0.461645245552063,4.15233039855957,1.7072153091430664
4,1.0486350059509277,0.4405497908592224,4.180208206176758,1.7113401889801025
5,1.0256083011627197,0.42302682995796204,4.207280158996582,1.7157622575759888
6,1.0068434476852417,0.4081115424633026,4.234292984008789,1.7205767631530762
7,0.9910125136375427,0.3950517177581787,4.261675834655762,1.7258020639419556
8,0.9773029088973999,0.38329625129699707,4.28650426864624,1.7306843996047974
9,0.9652426838874817,0.3725630044937134,4.310767650604248,1.7357861995697021
10,0.9544734954833984,0.36267736554145813,4.333384990692139,1.740657091140747
11,0.9447693824768066,0.35346120595932007,4.354009628295898,1.745043396949768
12,0.935969889163971,0.34489116072654724,4.372535228729248,1.7489943504333496
13,0.9279126524925232,0.3368520736694336,4.389192581176758,1.7524793148040771
14,0.9204946160316467,0.32932332158088684,4.406023025512695,1.7559937238693237
15,0.9136266112327576,0.3222050368785858,4.423513889312744,1.7596560716629028
16,0.9072293639183044,0.31543412804603577,4.43991231918335,1.7630280256271362
17,0.9012336134910583,0.30895671248435974,4.4549431800842285,1.7660492658615112
18,0.8955870270729065,0.3027907907962799,4.4669880867004395,1.7683217525482178
19,0.8902500867843628,0.2969350814819336,4.476766586303711,1.7700423002243042
20,0.8851814270019531,0.29129698872566223,4.4838080406188965,1.7711249589920044
21,0.8803492784500122,0.28586429357528687,4.487441062927246,1.7714003324508667
22,0.8757258653640747,0.28060030937194824,4.488837242126465,1.7711455821990967
23,0.8712940216064453,0.2755080759525299,4.4881911277771,1.7704163789749146
24,0.8670424222946167,0.27059829235076904,4.488706588745117,1.7699975967407227
25,0.8629584908485413,0.26582884788513184,4.489267349243164,1.7695939540863037
26,0.8590290546417236,0.26118505001068115,4.489355087280273,1.769073724746704
27,0.855242133140564,0.2566578984260559,4.489007472991943,1.7684561014175415
28,0.8515857458114624,0.2522420585155487,4.490227222442627,1.7682034969329834
29,0.8480501770973206,0.2479303926229477,4.4914231300354,1.7679234743118286
30,0.8446208834648132,0.24370445311069489,4.493753910064697,1.767889142036438
31,0.8412682414054871,0.23951390385627747,4.492757797241211,1.7670254707336426
32,0.8380030393600464,0.23540830612182617,4.491471290588379,1.7660578489303589
33,0.8348208665847778,0.23137672245502472,4.4904561042785645,1.7651339769363403
34,0.8317126035690308,0.2274106740951538,4.489469051361084,1.764234185218811
35,0.8286582231521606,0.2234976589679718,4.488821983337402,1.763397216796875
36,0.825667679309845,0.2196449637413025,4.48856258392334,1.762630581855774
37,0.8227386474609375,0.2158486396074295,4.490187644958496,1.7623010873794556
38,0.819873571395874,0.21210916340351105,4.495152473449707,1.7627581357955933
39,0.8170723915100098,0.20842672884464264,4.501975059509277,1.763665795326233
40,0.8143367767333984,0.20482848584651947,4.509022235870361,1.7646417617797852
41,0.8116470575332642,0.20127728581428528,4.516153335571289,1.765610694885254
42,0.8090119957923889,0.19777171313762665,4.523677349090576,1.7666569948196411
43,0.8064308166503906,0.19430874288082123,4.53165864944458,1.767814040184021
44,0.803899884223938,0.19088448584079742,4.540096759796143,1.7690638303756714
45,0.8014225363731384,0.18750610947608948,4.549132823944092,1.770444393157959
46,0.798998236656189,0.1841713786125183,4.558810234069824,1.7719686031341553
47,0.7966334819793701,0.1808919608592987,4.569080352783203,1.7736356258392334
48,0.794331967830658,0.17766475677490234,4.580014228820801,1.775503396987915
49,0.7920865416526794,0.17449714243412018,4.591722011566162,1.777583122253418
50,0.7898960709571838,0.1713956594467163,4.604215145111084,1.7798489332199097
51,0.7877599000930786,0.16836334764957428,4.6175642013549805,1.78231942653656
52,0.7856773138046265,0.1653965264558792,4.631763458251953,1.7849942445755005
53,0.7836489081382751,0.16251306235790253,4.646728992462158,1.7878661155700684
54,0.7816691994667053,0.15969884395599365,4.662384510040283,1.7909040451049805
55,0.7797345519065857,0.1569753885269165,4.6787285804748535,1.794141173362732
56,0.777844250202179,0.15432068705558777,4.69569730758667,1.7975472211837769
57,0.7759966254234314,0.15172675251960754,4.713216781616211,1.8010870218276978
58,0.7741886377334595,0.14919307827949524,4.731240272521973,1.8047477006912231
59,0.7724180817604065,0.14670437574386597,4.749722480773926,1.8085191249847412
60,0.7706820368766785,0.14428013563156128,4.768625736236572,1.8123985528945923
61,0.7689781785011292,0.1419210284948349,4.78791618347168,1.8163717985153198
62,0.767304539680481,0.13961656391620636,4.807558536529541,1.8204294443130493
63,0.7656588554382324,0.1373644322156906,4.827523231506348,1.8245642185211182
64,0.7640396952629089,0.13515686988830566,4.847784042358398,1.8287696838378906
65,0.7624450922012329,0.1330007016658783,4.868310451507568,1.8330434560775757
66,0.7608736753463745,0.13088014721870422,4.8890767097473145,1.837397813796997
67,0.7593239545822144,0.1287917047739029,4.91004753112793,1.8418208360671997
68,0.757794976234436,0.1267404407262802,4.931191921234131,1.8462897539138794
69,0.7562859654426575,0.12471985071897507,4.952463150024414,1.8508081436157227
70,0.7547953128814697,0.12273519486188889,4.973813533782959,1.8553720712661743
71,0.7533226013183594,0.12079308927059174,4.995178699493408,1.8599417209625244
72,0.7518671751022339,0.11890793591737747,5.016490936279297,1.8645188808441162
73,0.7504280209541321,0.11706310510635376,5.03766393661499,1.869061827659607
74,0.7490047216415405,0.11525644361972809,5.058610916137695,1.8735575675964355
75,0.747596263885498,0.11351767927408218,5.07923698425293,1.877989649772644
76,0.7462014555931091,0.11181573569774628,5.0994391441345215,1.882322072982788
77,0.7448193430900574,0.11015482991933823,5.1191229820251465,1.886542558670044
78,0.74344801902771,0.10854315757751465,5.138201713562012,1.890633225440979
79,0.7420847415924072,0.1069602444767952,5.156601905822754,1.8945902585983276
80,0.7407249212265015,0.10539188981056213,5.1742730140686035,1.8983917236328125
81,0.7393618822097778,0.10381960868835449,5.1912055015563965,1.9020472764968872
82,0.7379094362258911,0.10193707048892975,5.211556911468506,1.9066886901855469
83,0.7363898754119873,0.0998336598277092,5.235347747802734,1.912432074546814
84,0.7415196895599365,0.12012084573507309,6.402974605560303,2.1615304946899414
85,0.740803062915802,0.12067233771085739,6.376156330108643,2.155395984649658
86,0.7389710545539856,0.11758337169885635,6.362939834594727,2.1522204875946045
87,0.7372864484786987,0.11497177928686142,6.35543155670166,2.1502904891967773
88,0.7357008457183838,0.11267417669296265,6.350880146026611,2.148991584777832
89,0.7341896295547485,0.11068058013916016,6.34822940826416,2.148090124130249
90,0.7327380776405334,0.10886727273464203,6.347098350524902,2.147505521774292
91,0.7313351035118103,0.10718952119350433,6.347365856170654,2.147211790084839
92,0.729974091053009,0.10563310980796814,6.348992824554443,2.1471920013427734
93,0.7286502122879028,0.10419324785470963,6.351928234100342,2.1474356651306152
94,0.7273590564727783,0.1028677374124527,6.3560872077941895,2.147923469543457
95,0.7260971069335938,0.10164020955562592,6.361361026763916,2.1486337184906006
96,0.7248607873916626,0.1004914715886116,6.367626190185547,2.1495397090911865
97,0.7236462831497192,0.09941526502370834,6.374764919281006,2.150618314743042
98,0.7224510312080383,0.09841203689575195,6.382662773132324,2.151845932006836
99,0.7212719321250916,0.09748762845993042,6.391213893890381,2.153202772140503
