epoch,loss,mae,val_loss,val_mae
0,1.8324030637741089,0.779572069644928,4.738144397735596,1.851778507232666
1,1.28043532371521,0.48909395933151245,4.3684000968933105,1.7342848777770996
2,1.1901206970214844,0.4321225583553314,4.2546563148498535,1.69889235496521
3,1.1410425901412964,0.3969690799713135,4.187209129333496,1.6770581007003784
4,1.1069897413253784,0.37020018696784973,4.162342071533203,1.6678876876831055
5,1.0816197395324707,0.34898871183395386,4.136823654174805,1.659636378288269
6,1.0624407529830933,0.3314949572086334,4.1241374015808105,1.6551315784454346
7,1.0472759008407593,0.31731265783309937,4.118790149688721,1.6525609493255615
8,1.0350028276443481,0.30498310923576355,4.08197021484375,1.6417535543441772
9,1.0242371559143066,0.29352065920829773,4.03336763381958,1.6283248662948608
10,1.0150738954544067,0.2836322784423828,4.039682865142822,1.62967050075531
11,1.0070115327835083,0.27486369013786316,4.012697219848633,1.621579647064209
12,0.9995012879371643,0.2664600908756256,4.011767864227295,1.6207531690597534
13,0.9928164482116699,0.25871777534484863,3.975440740585327,1.6102406978607178
14,0.9866807460784912,0.25140243768692017,3.9673335552215576,1.6075066328048706
15,0.9811437129974365,0.24467802047729492,3.9539411067962646,1.6032172441482544
16,0.9761315584182739,0.2386758029460907,3.9038939476013184,1.5895036458969116
17,0.9714741110801697,0.23293191194534302,3.897460460662842,1.5873255729675293
18,0.9672241806983948,0.22763575613498688,3.893056869506836,1.5857113599777222
19,0.9632304310798645,0.22277198731899261,3.900075912475586,1.5866965055465698
20,0.9594630599021912,0.21790087223052979,3.858367681503296,1.5753337144851685
21,0.9558451175689697,0.21334664523601532,3.850987672805786,1.5730538368225098
22,0.952390730381012,0.20880553126335144,3.8546767234802246,1.5738173723220825
23,0.9491205811500549,0.2045843005180359,3.8353960514068604,1.568533182144165
24,0.9461131691932678,0.2006007581949234,3.8320887088775635,1.5672465562820435
25,0.9431300163269043,0.19675195217132568,3.8051669597625732,1.5602132081985474
26,0.9404730796813965,0.19340962171554565,3.8165314197540283,1.563159465789795
27,0.9378636479377747,0.19008085131645203,3.7954869270324707,1.5572049617767334
28,0.9354953169822693,0.18707221746444702,3.767390012741089,1.5496989488601685
29,0.9330990314483643,0.18412663042545319,3.7752456665039062,1.5515836477279663
30,0.9308719635009766,0.1812974065542221,3.7235960960388184,1.5379327535629272
31,0.9287209510803223,0.17875464260578156,3.6939890384674072,1.5295004844665527
32,0.9266913533210754,0.1762472540140152,3.684311866760254,1.5265488624572754
33,0.9247002005577087,0.173849418759346,3.6681900024414062,1.5217347145080566
34,0.9228172898292542,0.17155329883098602,3.643409490585327,1.5151476860046387
35,0.9210330843925476,0.16944657266139984,3.608227491378784,1.505022406578064
36,0.919318675994873,0.16736972332000732,3.5743331909179688,1.4952127933502197
37,0.9176563620567322,0.16561901569366455,3.5439372062683105,1.4865716695785522
38,0.916110634803772,0.16383525729179382,3.5221235752105713,1.480329155921936
39,0.9144899845123291,0.1620970070362091,3.5262770652770996,1.481335163116455
40,0.9129207134246826,0.16028183698654175,3.5197982788085938,1.4786529541015625
41,0.9114823937416077,0.1587820053100586,3.492083787918091,1.470681071281433
42,0.9100114107131958,0.15723037719726562,3.4601328372955322,1.4613370895385742
43,0.9085788726806641,0.15561571717262268,3.448154926300049,1.4579145908355713
44,0.9071522951126099,0.15411178767681122,3.432556390762329,1.453237771987915
45,0.9058372974395752,0.15289264917373657,3.4007906913757324,1.4445128440856934
46,0.9044975638389587,0.15148451924324036,3.390465259552002,1.440411925315857
47,0.9032677412033081,0.15035048127174377,3.3586366176605225,1.431566596031189
48,0.9019424319267273,0.1490882784128189,3.353452444076538,1.4297566413879395
49,0.900679349899292,0.14795896410942078,3.3280656337738037,1.4222549200057983
50,0.8994086980819702,0.14671480655670166,3.2780544757843018,1.4075162410736084
51,0.8982669115066528,0.14581046998500824,3.280059337615967,1.4080504179000854
52,0.897129476070404,0.14489229023456573,3.2607972621917725,1.4019743204116821
53,0.8960394263267517,0.14408214390277863,3.2220585346221924,1.3905158042907715
54,0.8948920369148254,0.14320193231105804,3.198887586593628,1.3834922313690186
55,0.8937724828720093,0.14240020513534546,3.186319589614868,1.3794493675231934
56,0.8926665782928467,0.14143973588943481,3.150178909301758,1.3685845136642456
57,0.8916229009628296,0.14089824259281158,3.1311047077178955,1.3626412153244019
58,0.8905545473098755,0.1399991661310196,3.100681781768799,1.353063702583313
59,0.8894961476325989,0.13939310610294342,3.079040288925171,1.346989393234253
60,0.888461172580719,0.13878501951694489,3.0569567680358887,1.3401670455932617
61,0.8874514102935791,0.1380613148212433,3.0352895259857178,1.333565354347229
62,0.8864357471466064,0.13754016160964966,2.997763156890869,1.3219397068023682
63,0.8854498267173767,0.1369156688451767,2.9890520572662354,1.3193289041519165
64,0.8844245672225952,0.13643865287303925,2.986056089401245,1.3186265230178833
65,0.8834304809570312,0.13593533635139465,2.9564268589019775,1.3092916011810303
66,0.8824741244316101,0.13553732633590698,2.9093520641326904,1.2944560050964355
67,0.8815414309501648,0.13504533469676971,2.9091060161590576,1.2944684028625488
68,0.8805479407310486,0.13450638949871063,2.891317129135132,1.2887873649597168
69,0.879629373550415,0.1340189129114151,2.8602542877197266,1.2792929410934448
70,0.8786223530769348,0.13361266255378723,2.8251664638519287,1.2676182985305786
71,0.8777507543563843,0.1333804428577423,2.804527521133423,1.2610806226730347
72,0.8767586350440979,0.13275973498821259,2.7996714115142822,1.2596063613891602
73,0.8758113980293274,0.13241739571094513,2.761293649673462,1.2473676204681396
74,0.8748373985290527,0.13198541104793549,2.749788522720337,1.2437334060668945
75,0.8739098906517029,0.13133691251277924,2.7273740768432617,1.2363919019699097
76,0.872978687286377,0.13089309632778168,2.716188430786133,1.232810139656067
77,0.8720916509628296,0.13065414130687714,2.7066476345062256,1.229584813117981
78,0.8711073398590088,0.13017970323562622,2.695662021636963,1.2261534929275513
79,0.8701879978179932,0.12958924472332,2.6724109649658203,1.2184600830078125
80,0.8693572282791138,0.12952688336372375,2.6525378227233887,1.2118932008743286
81,0.8684462308883667,0.1292603611946106,2.6170361042022705,1.2000312805175781
82,0.8674723505973816,0.12875567376613617,2.6318914890289307,1.2052239179611206
83,0.8666268587112427,0.12854239344596863,2.597416877746582,1.1933430433273315
84,0.8657890558242798,0.12831942737102509,2.590596914291382,1.191321611404419
85,0.8649093508720398,0.12812723219394684,2.579223871231079,1.1873313188552856
