epoch,loss,mae,val_loss,val_mae
0,1.7249674797058105,1.066479206085205,6.7654876708984375,2.5322375297546387
1,0.6239184737205505,0.628529965877533,6.026379585266113,2.321523904800415
2,0.4351745843887329,0.5277197360992432,5.747539520263672,2.2440900802612305
3,0.3637620508670807,0.48141688108444214,5.6561970710754395,2.2227871417999268
4,0.3091481626033783,0.4464396834373474,5.624169826507568,2.211026906967163
5,0.27713003754615784,0.4191337525844574,5.533147811889648,2.189314842224121
6,0.2653120160102844,0.4156692624092102,5.280890464782715,2.1301510334014893
7,0.26143595576286316,0.4063337743282318,5.160001277923584,2.1043214797973633
8,0.23070332407951355,0.38405969738960266,5.154699802398682,2.1022725105285645
9,0.22395022213459015,0.3791133165359497,5.001763820648193,2.0678293704986572
10,0.22760871052742004,0.3793196976184845,4.963033676147461,2.0584917068481445
11,0.20810388028621674,0.36349985003471375,5.261041641235352,2.1189990043640137
12,0.19445069134235382,0.35346734523773193,5.025259494781494,2.0677359104156494
13,0.18815197050571442,0.3435281217098236,4.844733238220215,2.0260632038116455
14,0.17837972939014435,0.3395780026912689,4.983922481536865,2.0565855503082275
15,0.17084409296512604,0.33155468106269836,4.821983814239502,2.01995587348938
16,0.1690787971019745,0.32767581939697266,4.572263717651367,1.9644068479537964
17,0.1602286398410797,0.3161890208721161,4.806036472320557,2.015530824661255
18,0.159059077501297,0.3180978298187256,4.895427703857422,2.0327670574188232
19,0.15547466278076172,0.3103550374507904,4.713665008544922,1.990351915359497
20,0.14387962222099304,0.30165883898735046,4.465122699737549,1.935897707939148
21,0.14935247600078583,0.3060098886489868,3.0813992023468018,1.6133297681808472
22,0.14127275347709656,0.29767781496047974,4.659280776977539,1.9788168668746948
23,0.13375338912010193,0.28950589895248413,3.2933123111724854,1.6633782386779785
24,0.1391458958387375,0.2959776818752289,3.231274127960205,1.6491689682006836
25,0.13106286525726318,0.28725335001945496,4.921170711517334,2.0313937664031982
26,0.12297970801591873,0.2775026857852936,4.75934362411499,1.9960075616836548
27,0.12349880486726761,0.27562257647514343,4.874425888061523,2.01729679107666
28,0.11976008862257004,0.2748154401779175,4.9265899658203125,2.0275774002075195
29,0.1136399358510971,0.2666439414024353,5.009495258331299,2.0451533794403076
30,0.10806765407323837,0.26026231050491333,4.918295860290527,2.023482322692871
31,0.1120363175868988,0.26184535026550293,4.859108924865723,2.011845350265503
32,0.10893980413675308,0.26085373759269714,4.8975677490234375,2.0177152156829834
33,0.09618473798036575,0.24456869065761566,3.4606802463531494,1.6987006664276123
34,0.1040285974740982,0.25698012113571167,3.381627082824707,1.6771714687347412
35,0.09944390505552292,0.24778929352760315,4.97361946105957,2.030550718307495
36,0.09324353188276291,0.24162957072257996,5.058940410614014,2.0487329959869385
37,0.09506770223379135,0.24051885306835175,5.010222911834717,2.0370638370513916
38,0.08582300692796707,0.231856569647789,5.008161544799805,2.0350537300109863
39,0.08880719542503357,0.23468798398971558,5.168803691864014,2.0692169666290283
40,0.08610686659812927,0.23233546316623688,5.024290084838867,2.0366439819335938
41,0.08353986591100693,0.22624914348125458,4.87146520614624,2.0041391849517822
42,0.07992783188819885,0.22100111842155457,4.953832149505615,2.017524480819702
43,0.07960724830627441,0.2199072539806366,5.107806205749512,2.0527546405792236
44,0.07806941866874695,0.2179686278104782,3.80362606048584,1.7702593803405762
45,0.07649601250886917,0.214493528008461,5.478691577911377,2.127690553665161
46,0.07520511746406555,0.2153732180595398,5.383823394775391,2.1062419414520264
47,0.07202823460102081,0.21054419875144958,5.08959436416626,2.044024705886841
48,0.07299483567476273,0.20762822031974792,5.168975830078125,2.0613596439361572
49,0.06749629974365234,0.20521314442157745,3.670623540878296,1.7342538833618164
50,0.06404533982276917,0.19708558917045593,5.148321151733398,2.0528759956359863
51,0.06498146057128906,0.19821664690971375,5.2447943687438965,2.0728185176849365
52,0.06444298475980759,0.19471213221549988,5.384902000427246,2.103062152862549
53,0.05700353905558586,0.18490014970302582,4.152304649353027,1.8399286270141602
54,0.06448106467723846,0.19753973186016083,5.130133152008057,2.0480682849884033
55,0.05674078315496445,0.1856810301542282,5.034536361694336,2.0242836475372314
56,0.05778657644987106,0.1859070062637329,5.337311267852783,2.0916213989257812
57,0.054799143224954605,0.18225012719631195,5.3785929679870605,2.097407102584839
58,0.05369879677891731,0.18165571987628937,4.320761680603027,1.8758050203323364
59,0.05562562122941017,0.17976510524749756,4.2368693351745605,1.8555206060409546
60,0.05191643163561821,0.1723572462797165,5.1590046882629395,2.0492231845855713
61,0.05160908028483391,0.17654313147068024,4.245722770690918,1.8612229824066162
62,0.049056049436330795,0.16969987750053406,4.75554084777832,1.9732370376586914
63,0.04750528186559677,0.1685083657503128,4.259612560272217,1.856879711151123
64,0.050388187170028687,0.17143447697162628,5.372931003570557,2.0936172008514404
65,0.047259192913770676,0.16670344769954681,5.196033477783203,2.054607391357422
